Time In,Time Out,Tag Category,Tag Description,Status
00:30:02,00:30:02,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:02,00:30:02,Drug scene,Drug scene,-
00:30:03,00:30:03,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:03,00:30:03,Drug scene,Drug scene,-
00:30:04,00:30:04,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:06,00:30:06,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:07,00:30:07,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:09,00:30:09,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:10,00:30:10,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:11,00:30:11,Old Lady Drinking,Old Lady Drinking,-
00:30:11,00:30:11,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:12,00:30:12,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:14,00:30:14,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:15,00:30:15,Old Lady Drinking,Old Lady Drinking,-
00:30:15,00:30:15,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:15,00:30:15,Smoking scenes,Smoking scenes,-
00:30:16,00:30:16,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:16,00:30:16,Old Lady Drinking,Old Lady Drinking,-
00:30:17,00:30:17,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:17,00:30:17,Old Lady Drinking,Old Lady Drinking,-
00:30:18,00:30:18,Old Lady Drinking,Old Lady Drinking,-
00:30:18,00:30:18,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:19,00:30:19,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:19,00:30:19,Old Lady Drinking,Old Lady Drinking,-
00:30:20,00:30:20,Old Lady Drinking,Old Lady Drinking,-
00:30:20,00:30:20,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:21,00:30:21,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:21,00:30:21,Old Lady Drinking,Old Lady Drinking,-
00:30:22,00:30:22,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:30:23,00:30:23,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:31:12.119,00:31:40.699,Profanity,['fuck'],-
00:31:32,00:31:32,Smoking scenes,Smoking scenes,-
00:31:41.189,00:32:08.540,Profanity,"['fuck', 'shit']",-
00:31:58,00:31:58,Smoking scenes,Smoking scenes,-
00:31:58,00:31:58,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:32:10.560,00:32:39.880,Profanity,"['fucking', 'माथुर']",-
00:32:40.430,00:33:04.290,Profanity,"['asshole', 'fucking', 'called']",-
00:32:42,00:32:42,Smoking scenes,Smoking scenes,-
00:33:10.979,00:33:38.619,Profanity,"['fuck', 'fuck']",-
00:33:11,00:33:11,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:12,00:33:12,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:13,00:33:13,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:14,00:33:14,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:16,00:33:16,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:19,00:33:19,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:20,00:33:20,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:21,00:33:21,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:27,00:33:27,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:28,00:33:28,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:29,00:33:29,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:31,00:33:31,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:34,00:33:34,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:38,00:33:38,Drug scene,Drug scene,-
00:33:39,00:33:39,Smoking scenes,Smoking scenes,-
00:33:39,00:33:39,Drug scene,Drug scene,-
00:33:41.920,00:34:09.478,Profanity,"['चू', 'fucking']",-
00:33:45,00:33:45,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:46,00:33:46,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:50,00:33:50,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:51,00:33:51,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:52,00:33:52,Smoking scenes,Smoking scenes,-
00:33:52,00:33:52,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:53,00:33:53,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:54,00:33:54,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:55,00:33:55,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:33:55,00:33:55,Drug scene,Drug scene,-
00:34:02,00:34:02,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:04,00:34:04,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:05,00:34:05,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:06,00:34:06,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:07,00:34:07,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:08,00:34:08,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:09,00:34:09,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:10,00:34:10,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:11,00:34:11,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:14,00:34:14,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:15,00:34:15,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:16,00:34:16,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:17,00:34:17,Smoking scenes,Smoking scenes,-
00:34:17,00:34:17,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:18,00:34:18,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:18,00:34:18,Smoking scenes,Smoking scenes,-
00:34:19,00:34:19,Smoking scenes,Smoking scenes,-
00:34:19,00:34:19,Old Lady Drinking,Old Lady Drinking,-
00:34:19,00:34:19,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:19,00:34:19,Drug scene,Drug scene,-
00:34:22,00:34:22,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:23,00:34:23,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:23,00:34:23,Smoking scenes,Smoking scenes,-
00:34:24,00:34:24,Drug scene,Drug scene,-
00:34:24,00:34:24,Smoking scenes,Smoking scenes,-
00:34:24,00:34:24,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:25,00:34:25,Drug scene,Drug scene,-
00:34:25,00:34:25,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:25,00:34:25,Smoking scenes,Smoking scenes,-
00:34:32,00:34:32,Drug scene,Drug scene,-
00:34:33,00:34:33,Drug scene,Drug scene,-
00:34:33,00:34:33,Smoking scenes,Smoking scenes,-
00:34:33,00:34:33,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:38,00:34:38,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:40,00:34:40,Drug scene,Drug scene,-
00:34:41,00:34:41,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:34:48,00:34:48,Drug scene,Drug scene,-
00:34:54,00:34:54,Smoking scenes,Smoking scenes,-
00:35:02,00:35:02,Alcohol Drinking Scene,Alcohol Drinking Scene,-
00:35:03,00:35:03,Drug scene,Drug scene,-
00:35:04,00:35:04,Drug scene,Drug scene,-
00:35:05,00:35:05,Drug scene,Drug scene,-
00:35:45,00:35:45,Drug scene,Drug scene,-
00:36:04,00:36:04,Drug scene,Drug scene,-
00:36:15,00:36:15,Drug scene,Drug scene,-
00:36:17,00:36:17,Drug scene,Drug scene,-
00:36:18,00:36:18,Drug scene,Drug scene,-
00:36:56,00:36:56,Drug scene,Drug scene,-
00:36:57,00:36:57,Alcohol Drinking Scene,Alcohol Drinking Scene,-
